time,odometer
2018-11-06T17:01:10.000Z,6967503
2018-11-06T17:01:17.000Z,6967605
2018-11-06T17:01:23.000Z,6967712
2018-11-06T17:01:29.000Z,6967826
2018-11-06T17:01:35.000Z,6967941
2018-11-06T17:01:40.000Z,6968031
2018-11-06T17:01:44.000Z,6968091
2018-11-06T17:01:48.000Z,6968138
2018-11-06T17:01:52.000Z,6968169
2018-11-06T17:01:57.000Z,6968191
2018-11-06T17:02:06.000Z,6968197
2018-11-06T17:02:08.000Z,6968212
2018-11-06T17:02:12.000Z,6968263
2018-11-06T17:02:16.000Z,6968318
2018-11-06T17:02:21.000Z,6968395
2018-11-06T17:02:25.000Z,6968469
2018-11-06T17:02:29.000Z,6968547
2018-11-06T17:02:31.000Z,6968585
2018-11-06T17:02:37.000Z,6968700
2018-11-06T17:02:41.000Z,6968778
2018-11-06T17:02:45.000Z,6968853
2018-11-06T17:02:50.000Z,6968945
2018-11-06T17:02:56.000Z,6969047
2018-11-06T17:03:03.000Z,6969158
2018-11-06T17:03:10.000Z,6969254
2018-11-06T17:03:13.000Z,6969325
2018-11-06T17:03:19.000Z,6969414
2018-11-06T17:03:27.000Z,6969517
2018-11-06T17:03:35.000Z,6969629
2018-11-06T17:03:37.000Z,6969649
2018-11-06T17:03:39.000Z,6969663
2018-11-06T17:03:41.000Z,6969672
2018-11-06T17:03:52.000Z,6969674
2018-11-06T17:03:53.000Z,6969680
2018-11-06T17:03:54.000Z,6969687
2018-11-06T17:03:55.000Z,6969695
2018-11-06T17:03:57.000Z,6969713
2018-11-06T17:04:07.000Z,6969820
2018-11-06T17:04:16.000Z,6969895
2018-11-06T17:04:19.000Z,6969908
2018-11-06T17:04:26.000Z,6969910
2018-11-06T17:04:27.000Z,6969916
2018-11-06T17:04:29.000Z,6969934
2018-11-06T17:04:37.000Z,6970002
2018-11-06T17:04:39.000Z,6970013
2018-11-06T17:04:44.000Z,6970029
2018-11-06T17:04:53.000Z,6970080
2018-11-06T17:04:54.000Z,6970086
2018-11-06T17:04:55.000Z,6970091
2018-11-06T17:04:56.000Z,6970098
2018-11-06T17:04:57.000Z,6970105
2018-11-06T17:04:58.000Z,6970111
2018-11-06T17:05:01.000Z,6970142
2018-11-06T17:05:06.000Z,6970218
2018-11-06T17:05:13.000Z,6970325
2018-11-06T17:05:19.000Z,6970412
2018-11-06T17:05:22.000Z,6970452
2018-11-06T17:05:28.000Z,6970501
2018-11-06T17:05:34.000Z,6970565
2018-11-06T17:05:40.000Z,6970633
2018-11-06T17:05:42.000Z,6970659
2018-11-06T17:05:44.000Z,6970674
2018-11-06T17:05:46.000Z,6970680
2018-11-06T17:05:49.000Z,6970682
2018-11-06T17:05:53.000Z,6970702
2018-11-06T17:05:55.000Z,6970711
2018-11-06T17:05:58.000Z,6970740
2018-11-06T17:06:00.000Z,6970766
2018-11-06T17:06:02.000Z,6970799
2018-11-06T17:06:07.000Z,6970882
2018-11-06T17:06:13.000Z,6970987
2018-11-06T17:06:19.000Z,6971093
2018-11-06T17:06:25.000Z,6971186
2018-11-06T17:06:30.000Z,6971251
2018-11-06T17:06:33.000Z,6971284
2018-11-06T17:06:36.000Z,6971303
2018-11-06T17:06:40.000Z,6971316
2018-11-06T17:06:59.000Z,6971321
2018-11-06T17:07:02.000Z,6971337
2018-11-06T17:07:04.000Z,6971346
2018-11-06T17:07:07.000Z,6971376
2018-11-06T17:07:10.000Z,6971417
2018-11-06T17:07:16.000Z,6971517
2018-11-06T17:07:22.000Z,6971628
2018-11-06T17:07:28.000Z,6971726
2018-11-06T17:07:35.000Z,6971829
2018-11-06T17:07:39.000Z,6971890
2018-11-06T17:07:45.000Z,6971966
2018-11-06T17:07:48.000Z,6971994
2018-11-06T17:07:50.000Z,6972005
2018-11-06T17:07:52.000Z,6972010
2018-11-06T17:08:11.000Z,6972014
2018-11-06T17:08:14.000Z,6972033
2018-11-06T17:08:17.000Z,6972055
2018-11-06T17:08:24.000Z,6972157
2018-11-06T17:08:32.000Z,6972261
2018-11-06T17:08:39.000Z,6972358
2018-11-06T17:08:46.000Z,6972462
2018-11-06T17:08:52.000Z,6972569
2018-11-06T17:08:57.000Z,6972666
2018-11-06T17:09:03.000Z,6972765
2018-11-06T17:09:09.000Z,6972879
2018-11-06T17:09:15.000Z,6972990
2018-11-06T17:09:22.000Z,6973106
2018-11-06T17:09:23.000Z,6973121
2018-11-06T17:09:25.000Z,6973137
2018-11-06T17:09:29.000Z,6973151
2018-11-06T17:09:31.000Z,6973165
2018-11-06T17:09:34.000Z,6973200
2018-11-06T17:09:37.000Z,6973250
2018-11-06T17:09:42.000Z,6973340
2018-11-06T17:09:46.000Z,6973403
2018-11-06T17:09:48.000Z,6973427
2018-11-06T17:09:51.000Z,6973446
2018-11-06T17:09:54.000Z,6973458
2018-11-06T17:10:49.000Z,6973459
2018-11-06T17:10:56.000Z,6973499
2018-11-06T17:10:57.000Z,6973504
2018-11-06T17:10:58.000Z,6973510
2018-11-06T17:10:59.000Z,6973515
2018-11-06T17:11:02.000Z,6973532
2018-11-06T17:11:05.000Z,6973556
2018-11-06T17:11:13.000Z,6973617
2018-11-06T17:11:23.000Z,6973665
2018-11-06T17:11:35.000Z,6973765
2018-11-06T17:11:42.000Z,6973799
2018-11-06T17:11:43.000Z,6973803
2018-11-06T17:11:44.000Z,6973805
2018-11-06T17:11:45.000Z,6973807
2018-11-06T17:11:46.000Z,6973808
2018-11-06T17:12:46.000Z,6973812
2018-11-06T17:52:51.000Z,6973814
2018-11-06T17:52:52.000Z,6973816
2018-11-06T17:52:53.000Z,6973818
2018-11-06T17:52:54.000Z,6973820
2018-11-06T17:52:55.000Z,6973822
2018-11-06T17:52:56.000Z,6973825
2018-11-06T17:52:57.000Z,6973828
2018-11-06T17:52:59.000Z,6973819
2018-11-06T17:53:01.000Z,6973834
2018-11-06T17:53:04.000Z,6973869
2018-11-06T17:53:09.000Z,6973935
2018-11-06T17:53:12.000Z,6973966
2018-11-06T17:53:24.000Z,6974056
2018-11-06T17:53:25.000Z,6974066
2018-11-06T17:53:27.000Z,6974069
2018-11-06T17:53:30.000Z,6974087
2018-11-06T17:53:32.000Z,6974107
2018-11-06T17:53:37.000Z,6974166
2018-11-06T17:53:38.000Z,6974173
2018-11-06T17:53:40.000Z,6974184
2018-11-06T17:53:43.000Z,6974199
2018-11-06T17:53:44.000Z,6974205
2018-11-06T17:53:46.000Z,6974223
2018-11-06T17:53:48.000Z,6974248
2018-11-06T17:53:54.000Z,6974343
2018-11-06T17:53:59.000Z,6974424
2018-11-06T17:54:01.000Z,6974450
2018-11-06T17:54:04.000Z,6974478
2018-11-06T17:54:08.000Z,6974536
2018-11-06T17:54:14.000Z,6974642
2018-11-06T17:54:20.000Z,6974752
2018-11-06T17:54:27.000Z,6974868
2018-11-06T17:54:33.000Z,6974955
2018-11-06T17:54:35.000Z,6974979
2018-11-06T17:54:37.000Z,6974996
2018-11-06T17:54:39.000Z,6975004
2018-11-06T17:54:55.000Z,6975005
2018-11-06T17:54:58.000Z,6975023
2018-11-06T17:55:01.000Z,6975046
2018-11-06T17:55:03.000Z,6975070
2018-11-06T17:55:08.000Z,6975147
2018-11-06T17:55:15.000Z,6975262
2018-11-06T17:55:21.000Z,6975358
2018-11-06T17:55:25.000Z,6975417
2018-11-06T17:55:27.000Z,6975440
2018-11-06T17:55:29.000Z,6975457
2018-11-06T17:55:31.000Z,6975465
2018-11-06T17:56:31.000Z,6975467
2018-11-06T17:56:49.000Z,6975469
2018-11-06T17:56:53.000Z,6975493
2018-11-06T17:56:55.000Z,6975498
2018-11-06T17:56:56.000Z,6975504
2018-11-06T17:56:57.000Z,6975510
2018-11-06T17:56:58.000Z,6975516
2018-11-06T17:56:59.000Z,6975523
2018-11-06T17:57:01.000Z,6975541
2018-11-06T17:57:04.000Z,6975581
2018-11-06T17:57:08.000Z,6975640
2018-11-06T17:57:11.000Z,6975675
2018-11-06T17:57:14.000Z,6975698
2018-11-06T17:57:16.000Z,6975707
2018-11-06T17:57:42.000Z,6975710
2018-11-06T17:57:44.000Z,6975722
2018-11-06T17:57:46.000Z,6975743
2018-11-06T17:57:48.000Z,6975762
2018-11-06T17:57:54.000Z,6975859
2018-11-06T17:57:58.000Z,6975940
2018-11-06T17:58:04.000Z,6976052
2018-11-06T17:58:10.000Z,6976154
2018-11-06T17:58:16.000Z,6976255
2018-11-06T17:58:21.000Z,6976342
2018-11-06T17:58:27.000Z,6976443
2018-11-06T17:58:33.000Z,6976545
2018-11-06T17:58:40.000Z,6976662
2018-11-06T17:58:45.000Z,6976736
2018-11-06T17:58:52.000Z,6976838
2018-11-06T17:58:59.000Z,6976940
2018-11-06T17:59:06.000Z,6977040
2018-11-06T17:59:09.000Z,6977074
2018-11-06T17:59:11.000Z,6977090
2018-11-06T17:59:14.000Z,6977102
2018-11-06T17:59:37.000Z,6977104
2018-11-06T17:59:41.000Z,6977131
2018-11-06T17:59:49.000Z,6977196
2018-11-06T17:59:50.000Z,6977201
2018-11-06T17:59:51.000Z,6977208
2018-11-06T17:59:52.000Z,6977215
2018-11-06T17:59:53.000Z,6977222
2018-11-06T17:59:54.000Z,6977229
2018-11-06T17:59:56.000Z,6977248
2018-11-06T17:59:58.000Z,6977270
2018-11-06T18:00:06.000Z,6977381
2018-11-06T18:00:15.000Z,6977491
2018-11-06T18:00:23.000Z,6977598
2018-11-06T18:00:28.000Z,6977679
2018-11-06T18:00:35.000Z,6977790
2018-11-06T18:00:42.000Z,6977901
2018-11-06T18:00:49.000Z,6978013
2018-11-06T18:00:56.000Z,6978123
2018-11-06T18:01:02.000Z,6978206
2018-11-06T18:01:04.000Z,6978231
2018-11-06T18:01:06.000Z,6978246
2018-11-06T18:01:08.000Z,6978256
2018-11-06T18:01:16.000Z,6978258
2018-11-06T18:01:19.000Z,6978276
2018-11-06T18:01:22.000Z,6978308
2018-11-06T18:01:26.000Z,6978353
2018-11-06T18:01:30.000Z,6978410
2018-11-06T18:01:36.000Z,6978513
2018-11-06T18:01:42.000Z,6978616
2018-11-06T18:01:48.000Z,6978720
2018-11-06T18:01:54.000Z,6978826
2018-11-06T18:02:00.000Z,6978929
2018-11-06T18:02:07.000Z,6979043
2018-11-06T18:02:13.000Z,6979144
2018-11-06T18:02:19.000Z,6979246
2018-11-06T18:02:25.000Z,6979346
2018-11-06T18:02:31.000Z,6979449
2018-11-06T18:02:34.000Z,6979494
2018-11-06T18:02:42.000Z,6979587
2018-11-06T18:02:53.000Z,6979693
2018-11-06T18:02:58.000Z,6979747
2018-11-06T18:03:06.000Z,6979853
2018-11-06T18:03:12.000Z,6979937
2018-11-06T18:03:17.000Z,6980007
2018-11-06T18:03:25.000Z,6980116
2018-11-06T18:03:30.000Z,6980177
2018-11-06T18:03:34.000Z,6980223
2018-11-06T18:03:37.000Z,6980259
2018-11-06T18:03:41.000Z,6980310
2018-11-06T18:03:43.000Z,6980326
2018-11-06T18:03:44.000Z,6980331
2018-11-06T18:03:45.000Z,6980336
2018-11-06T18:03:46.000Z,6980341
2018-11-06T18:03:47.000Z,6980347
2018-11-06T18:03:49.000Z,6980363
2018-11-06T18:03:52.000Z,6980398
2018-11-06T18:03:59.000Z,6980501
2018-11-06T18:04:07.000Z,6980612
2018-11-06T18:04:16.000Z,6980727
2018-11-06T18:04:22.000Z,6980800
2018-11-06T18:04:26.000Z,6980826
2018-11-06T18:04:30.000Z,6980846
2018-11-06T18:05:30.000Z,6980848
2018-11-06T18:06:00.000Z,6980858
2018-11-06T18:06:01.000Z,6980864
2018-11-06T18:06:02.000Z,6980870
2018-11-06T18:06:03.000Z,6980876
2018-11-06T18:06:04.000Z,6980882
2018-11-06T18:06:10.000Z,6980910
2018-11-06T18:06:19.000Z,6980937
2018-11-06T18:06:25.000Z,6980973
2018-11-06T18:06:26.000Z,6980978
2018-11-06T18:06:27.000Z,6980981
2018-11-06T18:06:28.000Z,6980984
2018-11-06T18:06:36.000Z,6980991
2018-11-06T18:06:37.000Z,6980994
2018-11-06T18:06:38.000Z,6980998
2018-11-06T18:06:42.000Z,6981020
2018-11-06T18:06:45.000Z,6981047
2018-11-06T18:06:47.000Z,6981059
2018-11-06T18:06:48.000Z,6981062
2018-11-06T18:06:49.000Z,6981066
2018-11-06T18:06:50.000Z,6981070
2018-11-06T18:06:51.000Z,6981073
2018-11-06T18:06:53.000Z,6981079
2018-11-06T18:07:00.000Z,6981082
2018-11-06T18:08:00.000Z,6981086
2018-11-06T19:47:25.000Z,6981096
2018-11-06T19:47:46.000Z,6981101
2018-11-06T19:47:47.000Z,6981104
2018-11-06T19:47:48.000Z,6981108
2018-11-06T19:47:50.000Z,6981114
2018-11-06T19:47:51.000Z,6981117
2018-11-06T19:47:52.000Z,6981119
2018-11-06T19:47:53.000Z,6981085
2018-11-06T19:48:00.000Z,6981091
2018-11-06T19:48:04.000Z,6981104
2018-11-06T19:48:05.000Z,6981111
2018-11-06T19:48:06.000Z,6981117
2018-11-06T19:48:08.000Z,6981132
2018-11-06T19:48:21.000Z,6981223
2018-11-06T19:48:30.000Z,6981327
2018-11-06T19:48:33.000Z,6981355
2018-11-06T19:48:36.000Z,6981373
2018-11-06T19:48:38.000Z,6981379
2018-11-06T19:48:49.000Z,6981381
2018-11-06T19:48:52.000Z,6981397
2018-11-06T19:48:54.000Z,6981415
2018-11-06T19:48:58.000Z,6981455
2018-11-06T19:49:03.000Z,6981517
2018-11-06T19:49:06.000Z,6981544
2018-11-06T19:49:08.000Z,6981556
2018-11-06T19:49:16.000Z,6981561
2018-11-06T19:49:18.000Z,6981569
2018-11-06T19:49:20.000Z,6981581
2018-11-06T19:49:21.000Z,6981588
2018-11-06T19:49:22.000Z,6981590
2018-11-06T19:49:23.000Z,6981597
2018-11-06T19:49:24.000Z,6981604
2018-11-06T19:49:26.000Z,6981621
2018-11-06T19:49:29.000Z,6981657
2018-11-06T19:49:33.000Z,6981715
2018-11-06T19:49:37.000Z,6981779
2018-11-06T19:49:43.000Z,6981883
2018-11-06T19:49:47.000Z,6981958
2018-11-06T19:49:51.000Z,6982034
2018-11-06T19:49:57.000Z,6982147
2018-11-06T19:50:03.000Z,6982250
2018-11-06T19:50:09.000Z,6982353
2018-11-06T19:50:15.000Z,6982465
2018-11-06T19:50:21.000Z,6982582
2018-11-06T19:50:27.000Z,6982697
2018-11-06T19:50:33.000Z,6982807
2018-11-06T19:50:39.000Z,6982915
2018-11-06T19:50:45.000Z,6983027
2018-11-06T19:50:51.000Z,6983147
2018-11-06T19:50:57.000Z,6983260
2018-11-06T19:51:03.000Z,6983372
2018-11-06T19:51:09.000Z,6983475
2018-11-06T19:51:12.000Z,6983516
2018-11-06T19:51:15.000Z,6983546
2018-11-06T19:51:17.000Z,6983558
2018-11-06T19:52:02.000Z,6983563
2018-11-06T19:52:06.000Z,6983602
2018-11-06T19:52:15.000Z,6983702
2018-11-06T19:52:19.000Z,6983740
2018-11-06T19:52:30.000Z,6983848
2018-11-06T19:52:33.000Z,6983873
2018-11-06T19:52:34.000Z,6983880
2018-11-06T19:52:35.000Z,6983887
2018-11-06T19:52:36.000Z,6983895
2018-11-06T19:52:38.000Z,6983912
2018-11-06T19:52:48.000Z,6984012
2018-11-06T19:52:50.000Z,6984030
2018-11-06T19:52:53.000Z,6984053
2018-11-06T19:52:55.000Z,6984064
2018-11-06T19:53:05.000Z,6984067
2018-11-06T19:53:07.000Z,6984079
2018-11-06T19:53:10.000Z,6984105
2018-11-06T19:53:12.000Z,6984120
2018-11-06T19:53:13.000Z,6984126
2018-11-06T19:53:14.000Z,6984132
2018-11-06T19:53:16.000Z,6984146
2018-11-06T19:53:19.000Z,6984181
2018-11-06T19:53:21.000Z,6984210
2018-11-06T19:53:25.000Z,6984284
2018-11-06T19:53:30.000Z,6984385
2018-11-06T19:53:36.000Z,6984498
2018-11-06T19:53:42.000Z,6984611
2018-11-06T19:53:48.000Z,6984723
2018-11-06T19:53:54.000Z,6984835
2018-11-06T19:54:00.000Z,6984944
2018-11-06T19:54:07.000Z,6985050
2018-11-06T19:54:13.000Z,6985131
2018-11-06T19:54:17.000Z,6985178
2018-11-06T19:54:20.000Z,6985199
2018-11-06T19:54:22.000Z,6985207
2018-11-06T19:55:04.000Z,6985210
2018-11-06T19:55:07.000Z,6985228
2018-11-06T19:55:11.000Z,6985265
2018-11-06T19:55:14.000Z,6985305
2018-11-06T19:55:21.000Z,6985414
2018-11-06T19:55:27.000Z,6985517
2018-11-06T19:55:33.000Z,6985618
2018-11-06T19:55:41.000Z,6985735
2018-11-06T19:55:47.000Z,6985839
2018-11-06T19:55:53.000Z,6985954
2018-11-06T19:55:59.000Z,6986067
2018-11-06T19:56:05.000Z,6986179
2018-11-06T19:56:11.000Z,6986298
2018-11-06T19:56:17.000Z,6986418
2018-11-06T19:56:22.000Z,6986522
2018-11-06T19:56:27.000Z,6986635
2018-11-06T19:56:32.000Z,6986744
2018-11-06T19:56:37.000Z,6986850
2018-11-06T19:56:43.000Z,6986967
2018-11-06T19:56:49.000Z,6987081
2018-11-06T19:56:51.000Z,6987115
2018-11-06T19:56:52.000Z,6987127
2018-11-06T19:56:54.000Z,6987145
2018-11-06T19:56:56.000Z,6987157
2018-11-06T19:57:02.000Z,6987177
2018-11-06T19:57:05.000Z,6987194
2018-11-06T19:57:06.000Z,6987200
2018-11-06T19:57:07.000Z,6987205
2018-11-06T19:57:08.000Z,6987210
2018-11-06T19:57:09.000Z,6987216
2018-11-06T19:57:10.000Z,6987223
2018-11-06T19:57:17.000Z,6987280
2018-11-06T19:57:19.000Z,6987301
2018-11-06T19:57:21.000Z,6987327
2018-11-06T19:57:27.000Z,6987401
2018-11-06T19:57:30.000Z,6987431
2018-11-06T19:57:32.000Z,6987445
2018-11-06T19:57:33.000Z,6987449
2018-11-06T19:57:34.000Z,6987453
2018-11-06T19:57:35.000Z,6987457
2018-11-06T19:57:37.000Z,6987470
2018-11-06T19:57:40.000Z,6987501
2018-11-06T19:57:42.000Z,6987524
2018-11-06T19:57:47.000Z,6987580
2018-11-06T19:57:49.000Z,6987606
2018-11-06T19:57:52.000Z,6987645
2018-11-06T19:57:56.000Z,6987692
2018-11-06T19:57:58.000Z,6987715
2018-11-06T19:58:04.000Z,6987798
2018-11-06T19:58:06.000Z,6987821
2018-11-06T19:58:08.000Z,6987838
2018-11-06T19:58:11.000Z,6987854
2018-11-06T19:58:14.000Z,6987879
2018-11-06T19:58:19.000Z,6987937
2018-11-06T19:58:23.000Z,6987977
2018-11-06T19:58:24.000Z,6987986
2018-11-06T19:58:25.000Z,6987997
2018-11-06T19:58:28.000Z,6988031
2018-11-06T19:58:29.000Z,6988042
2018-11-06T19:58:30.000Z,6988051
2018-11-06T19:58:31.000Z,6988065
2018-11-06T19:58:33.000Z,6988073
2018-11-06T19:58:35.000Z,6988095
2018-11-06T19:58:39.000Z,6988156
2018-11-06T19:58:46.000Z,6988268
2018-11-06T19:58:52.000Z,6988371
2018-11-06T19:58:58.000Z,6988476
2018-11-06T19:58:59.000Z,6988494
2018-11-06T19:59:02.000Z,6988545
2018-11-06T19:59:03.000Z,6988560
2018-11-06T19:59:04.000Z,6988571
2018-11-06T19:59:05.000Z,6988579
2018-11-06T19:59:07.000Z,6988585
2018-11-06T19:59:25.000Z,6988593
2018-11-06T19:59:31.000Z,6988615
2018-11-06T19:59:32.000Z,6988619
2018-11-06T19:59:33.000Z,6988624
2018-11-06T19:59:34.000Z,6988628
2018-11-06T19:59:37.000Z,6988646
2018-11-06T19:59:39.000Z,6988662
2018-11-06T19:59:46.000Z,6988729
2018-11-06T19:59:51.000Z,6988752
2018-11-06T19:59:53.000Z,6988767
2018-11-06T20:00:02.000Z,6988863
2018-11-06T20:00:05.000Z,6988887
2018-11-06T20:00:07.000Z,6988898
2018-11-06T20:00:08.000Z,6988901
2018-11-06T20:00:09.000Z,6988904
2018-11-06T20:00:10.000Z,6988908
2018-11-06T20:00:11.000Z,6988911
2018-11-06T20:00:14.000Z,6988918
2018-11-06T20:00:19.000Z,6988941
2018-11-06T20:00:22.000Z,6988954
2018-11-06T20:00:28.000Z,6988976
2018-11-06T20:00:36.000Z,6988983
2018-11-06T20:01:36.000Z,6988988
2018-11-07T06:22:47.000Z,6989002
2018-11-07T06:23:34.000Z,6989009
2018-11-07T06:23:35.000Z,6989012
2018-11-07T06:23:36.000Z,6989016
2018-11-07T06:23:39.000Z,6989033
2018-11-07T06:23:44.000Z,6989006
2018-11-07T06:23:45.000Z,6989011
2018-11-07T06:23:46.000Z,6989015
2018-11-07T06:23:47.000Z,6989019
2018-11-07T06:23:49.000Z,6989030
2018-11-07T06:24:04.000Z,6989135
2018-11-07T06:24:08.000Z,6989169
2018-11-07T06:24:10.000Z,6989183
2018-11-07T06:24:24.000Z,6989247
2018-11-07T06:24:29.000Z,6989263
2018-11-07T06:25:29.000Z,6989267
2018-11-07T06:25:55.000Z,6989268
2018-11-07T06:26:01.000Z,6989294
2018-11-07T06:26:02.000Z,6989300
2018-11-07T06:26:03.000Z,6989306
2018-11-07T06:26:04.000Z,6989312
2018-11-07T06:26:05.000Z,6989318
2018-11-07T06:26:07.000Z,6989334
2018-11-07T06:26:10.000Z,6989367
2018-11-07T06:26:17.000Z,6989466
2018-11-07T06:26:23.000Z,6989568
2018-11-07T06:26:30.000Z,6989684
2018-11-07T06:26:37.000Z,6989796
2018-11-07T06:26:40.000Z,6989837
2018-11-07T06:26:42.000Z,6989859
2018-11-07T06:26:44.000Z,6989872
2018-11-07T06:26:46.000Z,6989881
2018-11-07T06:26:48.000Z,6989889
2018-11-07T06:26:49.000Z,6989892
2018-11-07T06:26:51.000Z,6989896
2018-11-07T06:26:52.000Z,6989900
2018-11-07T06:26:55.000Z,6989917
2018-11-07T06:27:03.000Z,6989980
2018-11-07T06:27:04.000Z,6989988
2018-11-07T06:27:05.000Z,6989997
2018-11-07T06:27:06.000Z,6990005
2018-11-07T06:27:07.000Z,6990013
2018-11-07T06:27:08.000Z,6990022
2018-11-07T06:27:11.000Z,6990053
2018-11-07T06:27:15.000Z,6990108
2018-11-07T06:27:17.000Z,6990135
2018-11-07T06:27:18.000Z,6990144
2018-11-07T06:27:19.000Z,6990153
2018-11-07T06:27:21.000Z,6990172
2018-11-07T06:27:22.000Z,6990181
2018-11-07T06:27:25.000Z,6990204
2018-11-07T06:27:28.000Z,6990216
2018-11-07T06:27:36.000Z,6990219
2018-11-07T06:27:39.000Z,6990238
2018-11-07T06:27:42.000Z,6990266
