time,odometer
2019-07-17T15:51:32.000Z,6194498
2019-07-17T15:51:36.000Z,6194531
2019-07-17T15:51:45.000Z,6194601
2019-07-17T15:51:48.000Z,6194623
2019-07-17T15:51:59.000Z,6194705
2019-07-17T15:52:04.000Z,6194743
2019-07-17T15:52:10.000Z,6194778
2019-07-17T15:52:14.000Z,6194804
2019-07-17T15:52:21.000Z,6194864
2019-07-17T15:52:29.000Z,6194905
2019-07-17T15:54:35.000Z,6194917
2019-07-17T16:18:25.000Z,6194927
2019-07-17T16:18:37.000Z,6194941
2019-07-17T16:18:48.000Z,6195002
2019-07-17T16:18:54.000Z,6195045
2019-07-17T16:19:05.000Z,6195136
2019-07-17T16:19:14.000Z,6195236
2019-07-17T16:19:22.000Z,6195315
2019-07-17T16:19:27.000Z,6195359
2019-07-17T16:19:31.000Z,6195390
2019-07-17T16:19:33.000Z,6195417
2019-07-17T16:19:40.000Z,6195521
2019-07-17T16:19:48.000Z,6195633
2019-07-17T16:19:55.000Z,6195742
2019-07-17T16:20:02.000Z,6195854
2019-07-17T16:20:09.000Z,6195955
2019-07-17T16:20:13.000Z,6195997
2019-07-17T16:20:19.000Z,6196039
2019-07-17T16:20:22.000Z,6196080
2019-07-17T16:20:30.000Z,6196195
2019-07-17T16:20:37.000Z,6196302
2019-07-17T16:20:42.000Z,6196379
2019-07-17T16:20:47.000Z,6196458
2019-07-17T16:20:52.000Z,6196549
2019-07-17T16:20:56.000Z,6196605
2019-07-17T16:20:59.000Z,6196635
2019-07-17T16:21:06.000Z,6196657
2019-07-17T16:22:17.000Z,6196679
2019-07-17T16:22:45.000Z,6196704
2019-07-17T16:22:47.000Z,6196727
2019-07-17T16:22:50.000Z,6196777
2019-07-17T16:22:51.000Z,6196800
2019-07-17T16:22:55.000Z,6196890
2019-07-17T16:23:00.000Z,6196994
2019-07-17T16:23:05.000Z,6197104
2019-07-17T16:23:10.000Z,6197213
2019-07-17T16:23:15.000Z,6197331
2019-07-17T16:23:20.000Z,6197445
2019-07-17T16:23:25.000Z,6197564
2019-07-17T16:23:30.000Z,6197685
2019-07-17T16:23:35.000Z,6197810
2019-07-17T16:23:38.000Z,6197915
2019-07-17T16:23:43.000Z,6198030
2019-07-17T16:23:48.000Z,6198145
2019-07-17T16:23:53.000Z,6198251
2019-07-17T16:23:58.000Z,6198360
2019-07-17T16:24:02.000Z,6198473
2019-07-17T16:24:06.000Z,6198578
2019-07-17T16:24:10.000Z,6198684
2019-07-17T16:24:14.000Z,6198789
2019-07-17T16:24:18.000Z,6198893
2019-07-17T16:24:22.000Z,6198998
2019-07-17T16:24:26.000Z,6199102
2019-07-17T16:24:30.000Z,6199206
2019-07-17T16:24:34.000Z,6199310
2019-07-17T16:24:39.000Z,6199427
2019-07-17T16:24:43.000Z,6199510
2019-07-17T16:24:46.000Z,6199568
2019-07-17T16:24:48.000Z,6199598
2019-07-17T16:24:51.000Z,6199632
2019-07-17T16:24:53.000Z,6199655
2019-07-17T16:24:55.000Z,6199675
2019-07-17T16:24:57.000Z,6199709
2019-07-17T16:24:59.000Z,6199742
2019-07-17T16:25:06.000Z,6199856
2019-07-17T16:25:14.000Z,6199968
2019-07-17T16:25:22.000Z,6200071
2019-07-17T16:25:26.000Z,6200116
2019-07-17T16:27:36.000Z,6200139
2019-07-17T16:27:42.000Z,6200186
2019-07-17T16:27:45.000Z,6200220
2019-07-17T16:27:53.000Z,6200324
2019-07-17T16:27:59.000Z,6200408
2019-07-17T16:28:02.000Z,6200450
2019-07-17T16:28:06.000Z,6200512
2019-07-17T16:28:11.000Z,6200582
2019-07-17T16:28:13.000Z,6200608
2019-07-17T16:28:16.000Z,6200653
2019-07-17T16:28:19.000Z,6200703
2019-07-17T16:28:24.000Z,6200807
2019-07-17T16:28:26.000Z,6200852
2019-07-17T16:28:31.000Z,6200959
2019-07-17T16:28:36.000Z,6201070
2019-07-17T16:28:41.000Z,6201181
2019-07-17T16:28:45.000Z,6201273
2019-07-17T16:28:49.000Z,6201372
2019-07-17T16:28:52.000Z,6201441
2019-07-17T16:28:57.000Z,6201555
2019-07-17T16:29:02.000Z,6201671
2019-07-17T16:29:06.000Z,6201766
2019-07-17T16:29:07.000Z,6201792
2019-07-17T16:29:11.000Z,6201886
2019-07-17T16:29:14.000Z,6201957
2019-07-17T16:29:17.000Z,6202029
2019-07-17T16:29:20.000Z,6202102
2019-07-17T16:29:25.000Z,6202220
2019-07-17T16:29:29.000Z,6202310
2019-07-17T16:29:32.000Z,6202382
2019-07-17T16:29:34.000Z,6202431
2019-07-17T16:29:39.000Z,6202546
2019-07-17T16:29:44.000Z,6202663
2019-07-17T16:29:49.000Z,6202780
2019-07-17T16:29:54.000Z,6202901
2019-07-17T16:29:59.000Z,6203020
2019-07-17T16:30:04.000Z,6203136
2019-07-17T16:30:05.000Z,6203159
2019-07-17T16:30:07.000Z,6203197
2019-07-17T16:30:09.000Z,6203239
2019-07-17T16:30:12.000Z,6203303
2019-07-17T16:30:17.000Z,6203413
2019-07-17T16:30:19.000Z,6203454
2019-07-17T16:30:23.000Z,6203538
2019-07-17T16:30:25.000Z,6203580
2019-07-17T16:30:26.000Z,6203608
2019-07-17T16:30:28.000Z,6203650
2019-07-17T16:30:30.000Z,6203689
2019-07-17T16:30:33.000Z,6203751
2019-07-17T16:30:38.000Z,6203856
2019-07-17T16:30:41.000Z,6203924
2019-07-17T16:30:43.000Z,6203967
2019-07-17T16:30:48.000Z,6204071
2019-07-17T16:30:51.000Z,6204133
2019-07-17T16:30:54.000Z,6204196
2019-07-17T16:30:57.000Z,6204273
2019-07-17T16:31:02.000Z,6204379
2019-07-17T16:31:04.000Z,6204424
2019-07-17T16:31:06.000Z,6204468
2019-07-17T16:31:11.000Z,6204576
2019-07-17T16:31:13.000Z,6204624
2019-07-17T16:31:18.000Z,6204741
2019-07-17T16:31:23.000Z,6204849
2019-07-17T16:31:25.000Z,6204888
2019-07-17T16:31:27.000Z,6204925
2019-07-17T16:31:33.000Z,6205038
2019-07-17T16:31:37.000Z,6205102
2019-07-17T16:31:40.000Z,6205145
2019-07-17T16:31:42.000Z,6205175
2019-07-17T16:31:45.000Z,6205224
2019-07-17T16:31:48.000Z,6205270
2019-07-17T16:31:51.000Z,6205330
2019-07-17T16:31:56.000Z,6205432
2019-07-17T16:32:01.000Z,6205537
2019-07-17T16:32:04.000Z,6205594
2019-07-17T16:32:09.000Z,6205699
2019-07-17T16:32:14.000Z,6205791
2019-07-17T16:32:19.000Z,6205880
2019-07-17T16:32:22.000Z,6205932
2019-07-17T16:32:25.000Z,6205988
2019-07-17T16:32:29.000Z,6206031
2019-07-17T16:32:34.000Z,6206063
2019-07-17T16:32:36.000Z,6206093
2019-07-17T16:32:40.000Z,6206183
2019-07-17T16:32:44.000Z,6206265
2019-07-17T16:32:49.000Z,6206376
2019-07-17T16:32:54.000Z,6206492
2019-07-17T16:32:58.000Z,6206582
2019-07-17T16:32:59.000Z,6206610
2019-07-17T16:33:03.000Z,6206717
2019-07-17T16:33:07.000Z,6206822
2019-07-17T16:33:11.000Z,6206923
2019-07-17T16:33:16.000Z,6207042
2019-07-17T16:33:21.000Z,6207165
2019-07-17T16:33:25.000Z,6207266
2019-07-17T16:33:29.000Z,6207367
2019-07-17T16:33:33.000Z,6207468
2019-07-17T16:33:37.000Z,6207571
2019-07-17T16:33:42.000Z,6207690
2019-07-17T16:33:47.000Z,6207792
2019-07-17T16:33:52.000Z,6207893
2019-07-17T16:33:56.000Z,6207978
2019-07-17T16:34:01.000Z,6208086
2019-07-17T16:34:06.000Z,6208187
2019-07-17T16:34:11.000Z,6208288
2019-07-17T16:34:16.000Z,6208393
2019-07-17T16:34:19.000Z,6208461
2019-07-17T16:34:24.000Z,6208566
2019-07-17T16:34:30.000Z,6208674
2019-07-17T16:34:36.000Z,6208780
2019-07-17T16:34:42.000Z,6208882
2019-07-17T16:34:46.000Z,6208949
2019-07-17T16:34:53.000Z,6209062
2019-07-17T16:34:58.000Z,6209123
2019-07-17T16:35:04.000Z,6209191
2019-07-17T16:35:08.000Z,6209247
2019-07-17T16:35:15.000Z,6209353
2019-07-17T16:35:22.000Z,6209462
2019-07-17T16:35:25.000Z,6209507
2019-07-17T16:35:27.000Z,6209538
2019-07-17T16:35:34.000Z,6209641
2019-07-17T16:35:41.000Z,6209745
2019-07-17T16:35:48.000Z,6209853
2019-07-17T16:35:55.000Z,6209960
2019-07-17T16:36:02.000Z,6210067
2019-07-17T16:36:07.000Z,6210144
2019-07-17T16:36:14.000Z,6210258
2019-07-17T16:36:20.000Z,6210372
2019-07-17T16:36:25.000Z,6210473
2019-07-17T16:36:31.000Z,6210592
2019-07-17T16:36:37.000Z,6210698
2019-07-17T16:36:43.000Z,6210793
2019-07-17T16:36:47.000Z,6210846
2019-07-17T16:36:50.000Z,6210880
2019-07-17T16:36:52.000Z,6210901
2019-07-17T16:36:55.000Z,6210932
2019-07-17T16:36:58.000Z,6210966
2019-07-17T16:37:02.000Z,6211024
2019-07-17T16:37:06.000Z,6211081
2019-07-17T16:37:07.000Z,6211102
2019-07-17T16:37:13.000Z,6211209
2019-07-17T16:37:18.000Z,6211306
2019-07-17T16:37:23.000Z,6211411
2019-07-17T16:37:28.000Z,6211513
2019-07-17T16:37:33.000Z,6211624
2019-07-17T16:37:38.000Z,6211741
2019-07-17T16:37:43.000Z,6211855
2019-07-17T16:37:45.000Z,6211901
2019-07-17T16:37:50.000Z,6212022
2019-07-17T16:37:55.000Z,6212144
2019-07-17T16:38:00.000Z,6212264
2019-07-17T16:38:05.000Z,6212378
2019-07-17T16:38:08.000Z,6212435
2019-07-17T16:38:13.000Z,6212519
2019-07-17T16:38:16.000Z,6212566
2019-07-17T16:38:18.000Z,6212588
2019-07-17T16:38:20.000Z,6212611
2019-07-17T16:38:26.000Z,6212682
2019-07-17T16:38:34.000Z,6212787
2019-07-17T16:38:39.000Z,6212833
2019-07-17T16:38:43.000Z,6212859
2019-07-17T16:39:01.000Z,6212879
2019-07-17T16:39:04.000Z,6212914
2019-07-17T16:39:08.000Z,6212973
2019-07-17T16:39:14.000Z,6213074
2019-07-17T16:39:21.000Z,6213181
2019-07-17T16:39:28.000Z,6213286
2019-07-17T16:39:35.000Z,6213391
2019-07-17T16:39:39.000Z,6213449
2019-07-17T16:39:44.000Z,6213501
2019-07-17T16:39:47.000Z,6213529
2019-07-17T16:39:49.000Z,6213561
2019-07-17T16:39:52.000Z,6213608
2019-07-17T16:39:54.000Z,6213631
2019-07-17T16:40:03.000Z,6213743
2019-07-17T16:40:07.000Z,6213792
2019-07-17T16:40:29.000Z,6213815
2019-07-17T16:40:33.000Z,6213840
2019-07-17T16:40:36.000Z,6213865
2019-07-17T16:40:39.000Z,6213888
2019-07-17T16:40:41.000Z,6213911
2019-07-17T16:40:47.000Z,6213977
2019-07-17T16:40:50.000Z,6214000
2019-07-17T16:40:53.000Z,6214023
2019-07-17T16:40:54.000Z,6214044
2019-07-17T16:41:01.000Z,6214117
2019-07-17T16:41:11.000Z,6214218
2019-07-17T16:41:15.000Z,6214238
2019-07-17T16:41:18.000Z,6214263
2019-07-17T16:41:21.000Z,6214297
2019-07-17T16:41:29.000Z,6214391
2019-07-17T16:41:36.000Z,6214458
2019-07-17T16:42:00.000Z,6214479
2019-07-17T16:42:51.000Z,6214502
2019-07-17T16:44:54.000Z,6214511
2019-07-18T07:08:13.000Z,6214523
2019-07-18T07:08:22.010Z,6214538
2019-07-18T07:08:28.000Z,6214582
2019-07-18T07:08:32.000Z,6214613
2019-07-18T07:08:36.000Z,6214662
2019-07-18T07:08:44.000Z,6214769
2019-07-18T07:08:49.000Z,6214796
2019-07-18T07:08:52.000Z,6214825
2019-07-18T07:09:26.000Z,6214856
2019-07-18T07:09:32.000Z,6214900
2019-07-18T07:09:38.000Z,6214993
2019-07-18T07:09:41.000Z,6215037
2019-07-18T07:09:43.000Z,6215068
2019-07-18T07:09:49.000Z,6215141
2019-07-18T07:09:52.000Z,6215190
2019-07-18T07:10:25.000Z,6215211
2019-07-18T07:10:29.000Z,6215233
2019-07-18T07:10:33.010Z,6215257
2019-07-18T07:10:36.000Z,6215294
2019-07-18T07:10:41.000Z,6215363
2019-07-18T07:10:47.000Z,6215442
2019-07-18T07:10:50.000Z,6215464
2019-07-18T07:10:58.000Z,6215542
2019-07-18T07:11:04.000Z,6215576
2019-07-18T07:11:10.000Z,6215609
2019-07-18T07:11:22.000Z,6215684
2019-07-18T07:11:28.000Z,6215708
2019-07-18T07:11:37.000Z,6215741
2019-07-18T07:11:42.000Z,6215762
2019-07-18T07:11:48.000Z,6215799
2019-07-18T07:11:55.000Z,6215824
2019-07-18T07:12:06.000Z,6215850
2019-07-18T07:12:19.000Z,6215885
2019-07-18T07:15:30.000Z,6215897
2019-07-18T15:35:30.000Z,6215903
2019-07-18T15:44:40.000Z,6215910
2019-07-18T15:44:50.000Z,6215930
2019-07-18T15:44:59.000Z,6215952
2019-07-18T15:45:05.000Z,6215978
2019-07-18T15:45:09.000Z,6216003
2019-07-18T15:45:12.000Z,6216025
2019-07-18T15:45:18.000Z,6216046
2019-07-18T15:45:27.000Z,6216067
2019-07-18T15:45:34.000Z,6216105
2019-07-18T15:45:45.000Z,6216170
2019-07-18T15:46:58.000Z,6216202
2019-07-18T15:47:04.000Z,6216261
2019-07-18T15:47:09.000Z,6216282
2019-07-18T15:47:18.000Z,6216308
2019-07-18T15:47:23.000Z,6216352
2019-07-18T15:47:25.000Z,6216373
2019-07-18T15:47:27.000Z,6216395
2019-07-18T15:47:32.000Z,6216461
2019-07-18T15:47:36.000Z,6216493
2019-07-18T15:47:39.000Z,6216528
2019-07-18T15:47:47.000Z,6216632
2019-07-18T15:47:52.000Z,6216682
2019-07-18T15:47:56.000Z,6216703
2019-07-18T15:48:16.000Z,6216724
2019-07-18T15:48:22.000Z,6216766
2019-07-18T15:48:31.000Z,6216849
2019-07-18T15:48:37.000Z,6216903
2019-07-18T15:49:45.000Z,6216923
2019-07-18T15:50:53.000Z,6216923
2019-07-18T15:52:18.000Z,6216937
2019-07-18T15:52:22.000Z,6216967
2019-07-18T15:52:25.000Z,6216994
2019-07-18T15:52:28.000Z,6217021
2019-07-18T15:52:30.000Z,6217044
2019-07-18T15:52:33.000Z,6217072
2019-07-18T15:52:43.000Z,6217164
2019-07-18T15:52:47.000Z,6217185
2019-07-18T15:52:55.000Z,6217223
2019-07-18T15:53:04.000Z,6217243
2019-07-18T15:53:10.000Z,6217268
2019-07-18T15:53:17.000Z,6217301
2019-07-18T15:55:44.000Z,6217308
2019-07-18T15:59:03.000Z,6217329
2019-07-18T15:59:13.000Z,6217331
2019-07-18T16:02:03.000Z,6217359
2019-07-18T16:02:09.000Z,6217384
2019-07-18T16:02:12.000Z,6217423
2019-07-18T16:02:20.000Z,6217544
2019-07-18T16:02:29.000Z,6217650
2019-07-18T16:02:36.000Z,6217750
2019-07-18T16:02:44.000Z,6217861
2019-07-18T16:02:52.000Z,6217973
